Number,Species,Type 1,Type 2,Base HP,Base Str,Dot Str,Base Dex,Dot Dex,Base End,Dot End,Base Sp,Dot Sp,Base Spirit,Dot Spirit,ABILITY 1,ABILITY 2,H.ABILITY,Evolves From,Evolution Method,Height,Weight
467,Magmortar,Fire,,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Flame Body,,Vital Spirit,Magmar,Magmarizer,1.6,68
468,Togekiss,Fairy,Flying,8,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Hustle,Serene Grace,Super Luck,Togetic,Shiny Stone,1.5,38
469,Yanmega,Bug,Flying,8,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,Speed Boost,Tinted Lens,Frisk,Yanma,Ace Rank,1.9,51.5
470,Leafeon,Grass,,6,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,2,⬤⬤,Leaf Guard,,Chlorophyll,Eevee,Leaf Stone,1,25.5
471,Glaceon,Ice,,6,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Snow Cloak,,Ice Body,Eevee,Ice Stone,0.8,25.9
472,Gliscor,Ground,Flying,7,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Hyper Cutter,Sand Veil,Poison Heal,Gligar,Razor Fang,2,42.5
473,Mamoswine,Ice,Ground,11,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Oblivious,Snow Cloak,Thick Fat,Piloswine,Pro Rank,2.5,291
474,Porygon-Z,Normal,,8,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Adaptability,Download,Analytic,Poyrgon2,Dubious Disc,0.9,34
475,Gallade,Psychic,Fighting,6,4,⬤⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,Steadfast,,Justified,Kirlia,Dawn Stone,1.6,52
475,Mega Gallade,Psychic,Fighting,6,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Inner Focus,,,,,1.6,56.4
476,Probopass,Rock,Steel,6,2,⬤⬤,1,⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Sturdy,Magnet Pull,Sand Force,Nosepass,Thunder Stone,1.4,340
477,Dusknoir,Ghost,,4,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,Pressure,,Frisk,Dusclops,Reaper Cloth,2.2,106.6
478,Froslass,Ice,Ghost,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Snow Cloak,,Cursed Body,Snover,Dawn Stone (Female Only),1.3,26.6
479,Rotom,Electric,Ghost,5,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Levitate,,,,,0.3,0.3
479,Heat Rotom,Electric,Fire,5,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Levitate,,,,,0.3,0.3
479,Wash Rotom,Electric,Water,5,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Levitate,,,,,0.3,0.3
479,Frost Rotom,Electric,Ice,5,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Levitate,,,,,0.3,0.3
479,Fan Rotom,Electric,Flying,5,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Levitate,,,,,0.3,0.3
479,Mow Rotom,Electric,Grass,5,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Levitate,,,,,0.3,0.3
480,Uxie,Psychic,,7,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Levitate,,,,,0.3,0.3
481,Mesprit,Psychic,,8,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Levitate,,,,,0.3,0.3
482,Azelf,Psychic,,7,4,⬤⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,Levitate,,,,,0.3,0.3
483,Dialga,Steel,Dragon,10,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Pressure,,Telepathy,,,5.4,683
483,Origin Forme Dialga,Steel,Dragon,10,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,Pressure,,Telepathy,,,7,850
484,Palkia,Water,Dragon,9,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,Pressure,,Telepathy,,,4.2,336
484,Origin Forme Palkia,Water,Dragon,9,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,Pressure,,Telepathy,,,6.3,660
485,Heatran,Fire,Steel,9,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Flash Fire,,Flame Body,,,1.7,430
486,Regigigas,Normal,,11,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Slow Start,,,,,3.7,420
487,Altered Forme Giratina,Ghost,Dragon,15,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Pressure,,Telepathy,,,4.5,750
487,Origin Forme Giratina,Ghost,Dragon,15,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Levitate,,,,,6.9,650
488,Cresselia,Psychic,,12,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Levitate,,,,,1.5,85.6
489,Phione,Water,,8,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Hydration,,,,,0.4,3.1
490,Manaphy,Water,,10,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Hydration,,,,,0.3,1.4
491,Darkrai,Dark,,7,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Bad Dreams,,,,,1.5,50.5
492,Land Forme Shaymin,Grass,,10,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Natural Cure,,,,,0.2,2.1
492,Sky Forme Shaymin,Grass,Flying,10,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Serene Grace,,,,,0.4,5.2
493,Arceus,Normal,,12,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,Multitype,,,,,3.2,320
494,Victini,Psychic,Fire,10,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Victory Star,,,,,0.4,4
495,Snivy,Grass,,4,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Overgrow,,Contrary,,,0.6,8.1
496,Servine,Grass,,6,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Overgrow,,Contrary,Snivy,Amateur Rank,0.8,16
497,Serperior,Grass,,7,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Overgrow,,Contrary,Servine,Ace Rank,3.3,63
498,Tepig,Fire,,6,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Blaze,,Thick Fat,,,0.5,9.9
499,Pignite,Fire,Fighting,9,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Blaze,,Thick Fat,Tepig,Amateur Rank,1,55.5
500,Emboar,Fire,Fighting,11,4,⬤⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Blaze,,Reckless,Pignite,Ace Rank,1.6,150
501,Oshawott,Water,,5,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Torrent,,Shell Armor,,,0.5,5.9
502,Dewott,Water,,7,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Torrent,,Shell Armor,Oshawott,Amateur Rank,0.8,24.5
503,Samurott,Water,,9,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,Torrent,,Shell Armor,Dewott,Ace Rank,1.5,94.6
503,Hisuian Samurott,Water,Dark,9,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,Torrent,,Sharpness,,Ace Rank,1.5,58.2
504,Patrat,Normal,,4,2,⬤⬤,1,⬤,1,⬤,1,⬤,1,⬤,Run Away,Keen Eye,Analytic,,,0.5,11.6
505,Watchog,Normal,,6,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Illuminate,Keen Eye,Analytic,Patrat,Amateur Rank,1.1,27
506,Lillipup,Normal,,4,2,⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Vital Spirit,Pickup,Run Away,,,0.4,4.1
507,Herdier,Normal,,6,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Intimidate,Sand Rush,Scrappy,Lillipup,Amateur Rank,0.9,14.7
508,Stoutland,Normal,,8,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Intimidate,Sand Rush,Scrappy,Herdier,Ace Rank,1.2,61
509,Purrloin,Dark,,4,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,Limber,Unburden,Prankster,,,0.4,10.1
510,Liepard,Dark,,6,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Limber,Unburden,Prankster,Purrloin,Amateur Rank,1.1,37.5
511,Pansage,Grass,,5,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Gluttony,,Overgrow,,,0.6,10.5
512,Simisage,Grass,,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Gluttony,,Overgrow,Pansage,Leaf Stone,1.1,30.5
513,Pansear,Fire,,5,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Gluttony,,Blaze,,,0.6,11
514,Simisear,Fire,,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Gluttony,,Blaze,Pansear,Fire Stone,1,28
515,Panpour,Water,,5,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Gluttony,,Torrent,,,0.6,13.5
516,Simipour,Water,,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Gluttony,,Torrent,Panpour,Water Stone,1,29
517,Munna,Psychic,,7,1,⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Forewarn,Synchronize,Telepathy,,,0.6,23.3
518,Musharna,Psychic,,11,2,⬤⬤,1,⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Forewarn,Synchronize,Telepathy,Munna,Moon Stone,1.1,60.5
519,Pidove,Normal,Flying,5,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,1,⬤,Big Pecks,Super Luck,Rivalry,,,0.3,2.1
520,Tranquill,Normal,Flying,6,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,Big Pecks,Super Luck,Rivalry,Pidove,Amateur Rank,0.6,15
521,Unfezant,Normal,Flying,8,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Big Pecks,Super Luck,Rivalry,Tranquill,Ace Rank,1.2,29
522,Blitzle,Electric,,4,2,⬤⬤,3,⬤⬤⬤,1,⬤,2,⬤⬤,1,⬤,Lightning Rod,Motor Drive,Sap Sipper,,,0.8,29.8
523,Zebstrika,Electric,,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Lightning Rod,Motor Drive,Sap Sipper,Blitzle,Amateur Rank,1.6,79.5
524,Roggenrola,Rock,,5,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,1,⬤,1,⬤,Sturdy,,Sand Force,,,0.4,18
525,Boldore,Rock,,7,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,1,⬤,Sturdy,,Sand Force,Roggenrola,Amateur Rank,0.9,102
526,Gigalith,Rock,,8,4,⬤⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Sturdy,,Sand Force,Boldore,Link Cable,1.7,260
527,Woobat,Psychic,Flying,6,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,Unaware,Klutz,Simple,,,0.4,2.1
528,Swoobat,Psychic,Flying,6,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Unaware,Klutz,Simple,Woobat,Max Friendship,0.9,10.5
529,Drilbur,Ground,,6,3,⬤⬤⬤,2,⬤⬤,1,⬤,1,⬤,2,⬤⬤,Sand Rush,Sand Force,Mold Breaker,,,0.3,8.5
530,Excadrill,Ground,Steel,11,4,⬤⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Sand Rush,Sand Force,Mold Breaker,Drilbur,Ace Rank,0.7,40.4
531,Audino,Normal,,10,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Healer,Regenerator,Klutz,,,1.1,31
531,Mega Audino,Normal,Fairy,10,2,⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,Healer,,,,,1.5,32
532,Timburr,Fighting,,7,3,⬤⬤⬤,1,⬤,2,⬤⬤,1,⬤,1,⬤,Guts,Sheer Force,Iron Fist,,,0.6,12.5
533,Gurdurr,Fighting,,8,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,1,⬤,2,⬤⬤,Guts,Sheer Force,Iron Fist,Timburr,Amateur Rank,1.2,40
534,Conkeldurr,Fighting,,10,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Guts,Sheer Force,Iron Fist,Gurdurr,Link Cable,1.4,87
535,Tympole,Water,,5,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,Swift Swim,Hydration,Water Absorb,,,0.5,4.5
536,Palpitoad,Water,Ground,7,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Swift Swim,Hydration,Water Absorb,Tympole,Amateur Rank,0.8,17
537,Seismitoad,Water,Ground,10,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Swift Swim,Poison Touch,Water Absorb,Palpitoad,Ace Rank,1.5,62
538,Throh,Fighting,,12,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,Guts,Inner Focus,Mold Breaker,,,1.3,55.5
539,Sawk,Fighting,,7,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,Sturdy,Inner Focus,Mold Breaker,,,1.4,51
540,Sewaddle,Bug,Grass,4,2,⬤⬤,1,⬤,2,⬤⬤,1,⬤,2,⬤⬤,Swarm,Chlorophyll,Overcoat,,,0.3,2.5
541,Swadloon,Bug,Grass,5,2,⬤⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Leaf Guard,Chlorophyll,Overcoat,Sewaddle,Amateur Rank,0.5,7.3
542,Leavanny,Bug,Grass,7,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Swarm,Chlorophyll,Overcoat,Swadloon,Max Friendship,1.2,20.5
543,Venipede,Bug,Poison,3,2,⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,1,⬤,Poison Point,Swarm,Speed Boost,,,0.4,5.3
544,Whirlipede,Bug,Poison,4,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,Poison Point,Swarm,Speed Boost,Venipede,Amateur Rank,1.2,58.5
545,Scolipede,Bug,Poison,6,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Poison Point,Swarm,Speed Boost,Whirlipede,Ace Rank,2.5,200.5
546,Cottonee,Grass,Fairy,4,1,⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Prankster,Infiltrator,Chlorophyll,,,0.3,0.6
547,Whimsicott,Grass,Fairy,6,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Prankster,Infiltrator,Chlorophyll,Cottonee,Sun Stone,0.7,6.6
548,Petilil,Grass,,4,1,⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Chlorophyll,Own Tempo,Leaf Guard,,,0.5,6.6
549,Lilligant,Grass,,7,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Chlorophyll,Own Tempo,Leaf Guard,Petilil,Sun Stone,1.1,16.3
549,Hisuian Lilligant,Grass,Fighting,7,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Chlorophyll,Hustle,Leaf Guard,Petilil,Sun Stone,1.2,19.2
550,Red Striped Form Basculin,Water,,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Reckless,Adaptability,Mold Breaker,,,1,18
550,Blue Striped Form Basculin,Water,,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Rock Head,Adaptability,Mold Breaker,,,1,18
550,White Striped Form Basculin,Water,,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Rattled,Adaptability,Mold Breaker,,,1,18
551,Sandile,Ground,Dark,5,2,⬤⬤,2,⬤⬤,1,⬤,1,⬤,1,⬤,Intimidate,Moxie,Anger Point,,,0.7,15.2
552,Krokorok,Ground,Dark,6,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Intimidate,Moxie,Anger Point,Sandile,Ace Rank,1,33.4
553,Krookodile,Ground,Dark,9,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Intimidate,Moxie,Anger Point,Krokorok,Pro Rank,1.5,96.3
554,Darumaka,Fire,,7,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Hustle,,Inner Focus,,,0.6,37.5
554,Galarian Darumaka,Ice,,7,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Hustle,,Inner Focus,,,0.7,40
555,Darmanitan,Fire,,10,4,⬤⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Sheer Force,,Zen Mode,Darumaka,Ace Rank,1.3,92.9
555,Zen Mode Darmanitan,Fire,Psychic,10,1,⬤,2,⬤⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Zen Mode,,,Darumaka,Ace Rank,1.3,92.9
555,Galarian Darmanitan,Ice,,10,4,⬤⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Gorilla Tactics,,Zen Mode,Darumaka-Galarian,Ice Stone,1.7,120
555,Zen Mode Galarian Darmanitan,Ice,Fire,10,4,⬤⬤⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Zen Mode,,,Darumaka-Galarian,Ice Stone,1.7,120
556,Maractus,Grass,,7,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Water Absorb,Chlorophyll,Storm Drain,,,1,28
557,Dwebble,Bug,Rock,5,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,1,⬤,1,⬤,Sturdy,Shell Armor,Weak Armor,,,0.3,14.5
558,Crustle,Bug,Rock,7,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Sturdy,Shell Armor,Weak Armor,Dwebble,Ace Rank,1.4,200
559,Scraggy,Dark,Fighting,5,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Shed Skin,Moxie,Intimidate,,,0.6,11.8
560,Scrafty,Dark,Fighting,6,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Shed Skin,Moxie,Intimidate,Scraggy,Ace Rank,1.1,30
561,Sigilyph,Psychic,Flying,7,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Wonder Skin,Magic Guard,Tinted Lens,,,1.4,14
562,Yamask,Ghost,,3,1,⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Mummy,,,,,0.5,1.5
562,Galarian Yamask,Ground,Ghost,3,2,⬤⬤,1,⬤,3,⬤⬤⬤,1,⬤,2,⬤⬤,Wandering Spirit,,,,,0.5,1.5
563,Cofagrigus,Ghost,,5,2,⬤⬤,1,⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Mummy,,,Yamask,Ace Rank,1.7,76.5
564,Tirtouga,Water,Rock,5,3,⬤⬤⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,Solid Rock,Sturdy,Swift Swim,,,0.7,16.5
565,Carracosta,Water,Rock,7,3,⬤⬤⬤,1,⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,Solid Rock,Sturdy,Swift Swim,Tirtouga,Ace Rank,1.2,81
566,Archen,Rock,Flying,5,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Defeatist,,,,,0.5,9.5
567,Archeops,Rock,Flying,7,4,⬤⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Defeatist,,,Archen,Ace Rank,1.4,32
568,Trubbish,Poison,,5,2,⬤⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Stench,Sticky Hold,Aftermath,,,0.6,31
569,Garbodor,Poison,,8,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,Stench,Weak Armor,Aftermath,Trubbish,Ace Rank,1.9,107.3
569,Mega Garbodor,Poison,,8,4,⬤⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Toxic Debris,,,,,1.9,107.3
570,Zorua,Dark,,4,2,⬤⬤,2,⬤⬤,1,⬤,3,⬤⬤⬤,1,⬤,Illusion,,,,,0.7,12.5
570,Hisuian Zorua,Normal,Ghost,3,2,⬤⬤,2,⬤⬤,1,⬤,3,⬤⬤⬤,1,⬤,Illusion,,,,,0.7,12.5
571,Zoroark,Dark,,6,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,Illusion,,,Zorua,Ace Rank,1.6,81.1
571,Hisuian Zoroark,Normal,Ghost,6,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,Illusion,,,Zorua-Hisuian,Ace Rank,1.6,73
572,Minccino,Normal,,5,2,⬤⬤,3,⬤⬤⬤,1,⬤,1,⬤,1,⬤,Cute Charm,Technician,Skill Link,,,0.4,5.8
573,Cinccino,Normal,,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Cute Charm,Technician,Skill Link,Minccino,Shiny Stone,0.5,7.5
574,Gothita,Psychic,,4,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Frisk,Competitive,Shadow Tag,,,0.4,5.8
575,Gothorita,Psychic,,6,2,⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Frisk,Competitive,Shadow Tag,Gothita,Ace Rank,0.7,18
576,Gothitelle,Psychic,,7,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Frisk,Competitive,Shadow Tag,Gothorita,Pro Rank,1.5,44
577,Solosis,Psychic,,4,1,⬤,1,⬤,1,⬤,3,⬤⬤⬤,2,⬤⬤,Overcoat,Magic Guard,Regenerator,,,0.3,1
578,Duosion,Psychic,,6,1,⬤,1,⬤,2,⬤⬤,4,⬤⬤⬤⬤,2,⬤⬤,Overcoat,Magic Guard,Regenerator,Solosis,Ace Rank,0.6,8
579,Reuniclus,Psychic,,11,2,⬤⬤,1,⬤,3,⬤⬤⬤,4,⬤⬤⬤⬤,3,⬤⬤⬤,Overcoat,Magic Guard,Regenerator,Duosion,Pro Rank,1,20.1
580,Ducklett,Water,Flying,6,1,⬤,2,⬤⬤,2,⬤⬤,1,⬤,2,⬤⬤,Keen Eye,Big Pecks,Hydration,,,0.5,5.5
581,Swanna,Water,Flying,7,3,⬤⬤⬤,3,⬤⬤⬤,2,⬤⬤,3,⬤⬤⬤,2,⬤⬤,Keen Eye,Big Pecks,Hydration,Ducklett,Ace Rank,1.3,24.2
582,Vanillite,Ice,,3,2,⬤⬤,1,⬤,2,⬤⬤,2,⬤⬤,2,⬤⬤,Ice Body,Snow Cloak,Weak Armor,,,0.4,5.7
583,Vanillish,Ice,,5,2,⬤⬤,2,⬤⬤,2,⬤⬤,3,⬤⬤⬤,3,⬤⬤⬤,Ice Body,Snow Cloak,Weak Armor,Vanillite,Ace Rank,1.1,41
